状态,来源名称,页面分类,来源分区,来源ID,候选目标,审核决定,目标ID,审核备注,来源URL
尚未映射,女醫生,角色 (role),censored,censored:27,,,,,https://www.javbus.com/genre/27
尚未映射,女主人、女老板,角色 (role),censored,censored:38,,,,,https://www.javbus.com/genre/38
尚未映射,婆婆,角色 (role),censored,censored:4l,,,,,https://www.javbus.com/genre/4l
尚未映射,親人,角色 (role),uncensored,uncensored:1co,,,,,https://www.javbus.com/uncensored/genre/1co
尚未映射,情人,角色 (role),uncensored,uncensored:2r,,,,,https://www.javbus.com/uncensored/genre/2r
尚未映射,人妖,角色 (role),uncensored,uncensored:2e,,,,,https://www.javbus.com/uncensored/genre/2e
尚未映射,賽車女郎,角色 (role),censored,censored:21,,,,,https://www.javbus.com/genre/21
尚未映射,色狼,角色 (role),uncensored,uncensored:gre044,,,,,https://www.javbus.com/uncensored/genre/gre044
尚未映射,上司,角色 (role),uncensored,uncensored:43,,,,,https://www.javbus.com/uncensored/genre/43
尚未映射,少女,角色 (role),uncensored,uncensored:gre032,,,,,https://www.javbus.com/uncensored/genre/gre032
尚未映射,視訊小姐,角色 (role),uncensored,uncensored:3r,,,,,https://www.javbus.com/uncensored/genre/3r
尚未映射,睡眠系,角色 (role),uncensored,uncensored:165,,,,,https://www.javbus.com/uncensored/genre/165
尚未映射,童年朋友,角色 (role),censored,censored:5k,,,,,https://www.javbus.com/genre/5k
尚未映射,外觀相似,角色 (role),uncensored,uncensored:gre043,,,,,https://www.javbus.com/uncensored/genre/gre043
尚未映射,西裝,角色 (role),uncensored,uncensored:gre159,,,,,https://www.javbus.com/uncensored/genre/gre159
尚未映射,小姐,角色 (role),uncensored,uncensored:ad,,,,,https://www.javbus.com/uncensored/genre/ad
尚未映射,新婚,角色 (role),uncensored,uncensored:gre046,,,,,https://www.javbus.com/uncensored/genre/gre046
尚未映射,新娘、年輕妻子,角色 (role),censored,censored:2z,,,,,https://www.javbus.com/genre/2z
尚未映射,新手,角色 (role),uncensored,uncensored:gre033,,,,,https://www.javbus.com/uncensored/genre/gre033
尚未映射,學生,角色 (role),uncensored,uncensored:gre031,,,,,https://www.javbus.com/uncensored/genre/gre031
尚未映射,學生（其他）,角色 (role),censored,censored:65,,,,,https://www.javbus.com/genre/65
尚未映射,亞洲女演員,角色 (role),censored,censored:5f,,,,,https://www.javbus.com/genre/5f
尚未映射,醫生,角色 (role),uncensored,uncensored:gre045,,,,,https://www.javbus.com/uncensored/genre/gre045
尚未映射,已婚婦女,角色 (role),censored,censored:29,,,,,https://www.javbus.com/genre/29
尚未映射,遊戲的真人版,角色 (role),censored,censored:6c,,,,,https://www.javbus.com/genre/6c
尚未映射,岳母,角色 (role),uncensored,uncensored:sv,,,,,https://www.javbus.com/uncensored/genre/sv
尚未映射,運動系,角色 (role),uncensored,uncensored:gre155,,,,,https://www.javbus.com/uncensored/genre/gre155
尚未映射,展場女孩,角色 (role),censored,censored:1v,,,,,https://www.javbus.com/genre/1v
尚未映射,丈夫,角色 (role),uncensored,uncensored:yg,,,,,https://www.javbus.com/uncensored/genre/yg
尚未映射,職員,角色 (role),uncensored,uncensored:gre041,,,,,https://www.javbus.com/uncensored/genre/gre041
尚未映射,主婦,角色 (role),uncensored,uncensored:gre037,,,,,https://www.javbus.com/uncensored/genre/gre037
尚未映射,AV女優,角色 (role),uncensored,uncensored:c,,,,,https://www.javbus.com/uncensored/genre/c
尚未映射,S級女優,角色 (role),uncensored,uncensored:1av,,,,,https://www.javbus.com/uncensored/genre/1av
尚未映射,愛情旅館,场景 (scene),uncensored,uncensored:gre145,,,,,https://www.javbus.com/uncensored/genre/gre145
尚未映射,辦公室,场景 (scene),uncensored,uncensored:59,,,,,https://www.javbus.com/uncensored/genre/59
尚未映射,別墅,场景 (scene),uncensored,uncensored:9p,,,,,https://www.javbus.com/uncensored/genre/9p
尚未映射,廁所,场景 (scene),uncensored,uncensored:gre149,,,,,https://www.javbus.com/uncensored/genre/gre149
尚未映射,車,场景 (scene),uncensored,uncensored:30,,,,,https://www.javbus.com/uncensored/genre/30
尚未映射,車內,场景 (scene),uncensored,uncensored:gre146,,,,,https://www.javbus.com/uncensored/genre/gre146
尚未映射,廚房,场景 (scene),uncensored,uncensored:h1,,,,,https://www.javbus.com/uncensored/genre/h1
尚未映射,床,场景 (scene),uncensored,uncensored:103,,,,,https://www.javbus.com/uncensored/genre/103
尚未映射,大街,场景 (scene),uncensored,uncensored:hb,,,,,https://www.javbus.com/uncensored/genre/hb
尚未映射,地下室,场景 (scene),uncensored,uncensored:13k,,,,,https://www.javbus.com/uncensored/genre/13k
尚未映射,電梯,场景 (scene),uncensored,uncensored:5e,,,,,https://www.javbus.com/uncensored/genre/5e
尚未映射,房間,场景 (scene),uncensored,uncensored:gre144,,,,,https://www.javbus.com/uncensored/genre/gre144
尚未映射,附近,场景 (scene),uncensored,uncensored:he,,,,,https://www.javbus.com/uncensored/genre/he
尚未映射,公共廁所,场景 (scene),uncensored,uncensored:zj,,,,,https://www.javbus.com/uncensored/genre/zj
尚未映射,公交車,场景 (scene),uncensored,uncensored:o8,,,,,https://www.javbus.com/uncensored/genre/o8
尚未映射,公司,场景 (scene),uncensored,uncensored:4z,,,,,https://www.javbus.com/uncensored/genre/4z
尚未映射,公園,场景 (scene),uncensored,uncensored:4m,,,,,https://www.javbus.com/uncensored/genre/4m
尚未映射,和室,场景 (scene),uncensored,uncensored:6f,,,,,https://www.javbus.com/uncensored/genre/6f
尚未映射,家中,场景 (scene),uncensored,uncensored:e7,,,,,https://www.javbus.com/uncensored/genre/e7
尚未映射,教室,场景 (scene),uncensored,uncensored:7j,,,,,https://www.javbus.com/uncensored/genre/7j
尚未映射,牢籠,场景 (scene),uncensored,uncensored:11w,,,,,https://www.javbus.com/uncensored/genre/11w
尚未映射,樓梯,场景 (scene),uncensored,uncensored:wj,,,,,https://www.javbus.com/uncensored/genre/wj
尚未映射,旅館,场景 (scene),uncensored,uncensored:7w,,,,,https://www.javbus.com/uncensored/genre/7w
尚未映射,門口,场景 (scene),uncensored,uncensored:po,,,,,https://www.javbus.com/uncensored/genre/po
尚未映射,密室,场景 (scene),uncensored,uncensored:6e,,,,,https://www.javbus.com/uncensored/genre/6e
尚未映射,農村,场景 (scene),uncensored,uncensored:fz,,,,,https://www.javbus.com/uncensored/genre/fz
尚未映射,拍攝現場,场景 (scene),uncensored,uncensored:vf,,,,,https://www.javbus.com/uncensored/genre/vf
尚未映射,沙發,场景 (scene),uncensored,uncensored:gre147,,,,,https://www.javbus.com/uncensored/genre/gre147
尚未映射,榻榻米,场景 (scene),uncensored,uncensored:gre152,,,,,https://www.javbus.com/uncensored/genre/gre152
尚未映射,溫泉,场景 (scene),uncensored,uncensored:gre150,,,,,https://www.javbus.com/uncensored/genre/gre150
尚未映射,屋頂,场景 (scene),uncensored,uncensored:wh,,,,,https://www.javbus.com/uncensored/genre/wh
尚未映射,學校,场景 (scene),uncensored,uncensored:7k,,,,,https://www.javbus.com/uncensored/genre/7k
尚未映射,陽台,场景 (scene),uncensored,uncensored:140,,,,,https://www.javbus.com/uncensored/genre/140
尚未映射,醫院,场景 (scene),uncensored,uncensored:gre151,,,,,https://www.javbus.com/uncensored/genre/gre151
尚未映射,游泳池,场景 (scene),uncensored,uncensored:3a,,,,,https://www.javbus.com/uncensored/genre/3a
尚未映射,住宅,场景 (scene),uncensored,uncensored:zu,,,,,https://www.javbus.com/uncensored/genre/zu
尚未映射,桌子,场景 (scene),uncensored,uncensored:x4,,,,,https://www.javbus.com/uncensored/genre/x4
尚未映射,10枚組,主题 (theme),censored,censored:6h,,,,,https://www.javbus.com/genre/6h
尚未映射,保守,主题 (theme),uncensored,uncensored:bk,,,,,https://www.javbus.com/uncensored/genre/bk
尚未映射,變態,主题 (theme),uncensored,uncensored:29,,,,,https://www.javbus.com/uncensored/genre/29
尚未映射,不忠,主题 (theme),uncensored,uncensored:gre016,,,,,https://www.javbus.com/uncensored/genre/gre016
尚未映射,殘忍畫面,主题 (theme),censored,censored:3x,,,,,https://www.javbus.com/genre/3x
尚未映射,出差,主题 (theme),uncensored,uncensored:eu,,,,,https://www.javbus.com/uncensored/genre/eu
尚未映射,出軌,主题 (theme),censored,censored:4r,,,,,https://www.javbus.com/genre/4r
尚未映射,處男,主题 (theme),censored,censored:52,,,,,https://www.javbus.com/genre/52
尚未映射,處女,主题 (theme),censored,censored:41,,,,,https://www.javbus.com/genre/41
尚未映射,處女作,主题 (theme),uncensored,uncensored:t9,,,,,https://www.javbus.com/uncensored/genre/t9
尚未映射,觸手,主题 (theme),censored,censored:59,,,,,https://www.javbus.com/genre/59
尚未映射,粗暴,主题 (theme),censored,censored:3r,,,,,https://www.javbus.com/genre/3r
尚未映射,倒追,主题 (theme),censored,censored:37,,,,,https://www.javbus.com/genre/37
尚未映射,第一視角,主题 (theme),uncensored,uncensored:gre001,,,,,https://www.javbus.com/uncensored/genre/gre001
尚未映射,動画,主题 (theme),censored,censored:6q,,,,,https://www.javbus.com/genre/6q
尚未映射,煩惱,主题 (theme),uncensored,uncensored:xx,,,,,https://www.javbus.com/uncensored/genre/xx
尚未映射,訪問,主题 (theme),uncensored,uncensored:19o,,,,,https://www.javbus.com/uncensored/genre/19o
尚未映射,服侍,主题 (theme),uncensored,uncensored:nc,,,,,https://www.javbus.com/uncensored/genre/nc
尚未映射,高手,主题 (theme),uncensored,uncensored:u4,,,,,https://www.javbus.com/uncensored/genre/u4
尚未映射,勾引,主题 (theme),uncensored,uncensored:gre019,,,,,https://www.javbus.com/uncensored/genre/gre019
尚未映射,購物,主题 (theme),uncensored,uncensored:17g,,,,,https://www.javbus.com/uncensored/genre/17g
尚未映射,鬼混,主题 (theme),uncensored,uncensored:ui,,,,,https://www.javbus.com/uncensored/genre/ui
尚未映射,跪求,主题 (theme),uncensored,uncensored:7d,,,,,https://www.javbus.com/uncensored/genre/7d
尚未映射,喝酒,主题 (theme),uncensored,uncensored:gre012,,,,,https://www.javbus.com/uncensored/genre/gre012
尚未映射,婚禮,主题 (theme),uncensored,uncensored:8i,,,,,https://www.javbus.com/uncensored/genre/8i
尚未映射,尖叫,主题 (theme),uncensored,uncensored:gre013,,,,,https://www.javbus.com/uncensored/genre/gre013
尚未映射,檢查,主题 (theme),uncensored,uncensored:gre017,,,,,https://www.javbus.com/uncensored/genre/gre017
尚未映射,姐妹,主题 (theme),censored,censored:3e,,,,,https://www.javbus.com/genre/3e
尚未映射,借款,主题 (theme),uncensored,uncensored:gre015,,,,,https://www.javbus.com/uncensored/genre/gre015
尚未映射,劇情,主题 (theme),uncensored,uncensored:gre004,,,,,https://www.javbus.com/uncensored/genre/gre004
尚未映射,爛醉如泥的,主题 (theme),censored,censored:40,,,,,https://www.javbus.com/genre/40
尚未映射,戀乳癖,主题 (theme),censored,censored:2d,,,,,https://www.javbus.com/genre/2d
尚未映射,戀腿癖,主题 (theme),censored,censored:2x,,,,,https://www.javbus.com/genre/2x
尚未映射,戀物癖,主题 (theme),uncensored,uncensored:bd,,,,,https://www.javbus.com/uncensored/genre/bd
尚未映射,獵豔,主题 (theme),censored,censored:1e,,,,,https://www.javbus.com/genre/1e
尚未映射,亂倫,主题 (theme),censored,censored:20,,,,,https://www.javbus.com/genre/20
尚未映射,蠻橫嬌羞,主题 (theme),censored,censored:57,,,,,https://www.javbus.com/genre/57
尚未映射,秘密,主题 (theme),uncensored,uncensored:y2,,,,,https://www.javbus.com/uncensored/genre/y2
尚未映射,密會,主题 (theme),uncensored,uncensored:v6,,,,,https://www.javbus.com/uncensored/genre/v6
尚未映射,面試,主题 (theme),uncensored,uncensored:gre011,,,,,https://www.javbus.com/uncensored/genre/gre011
尚未映射,敏感,主题 (theme),uncensored,uncensored:8y,,,,,https://www.javbus.com/uncensored/genre/8y
尚未映射,男同性恋,主题 (theme),censored,censored:2r,,,,,https://www.javbus.com/genre/2r
尚未映射,女同性戀,主题 (theme),censored,censored:1d,,,,,https://www.javbus.com/genre/1d
尚未映射,偶像藝人,主题 (theme),censored,censored:1u,,,,,https://www.javbus.com/genre/1u
尚未映射,嘔吐,主题 (theme),censored,censored:5g,,,,,https://www.javbus.com/genre/5g
尚未映射,騙奸,主题 (theme),uncensored,uncensored:164,,,,,https://www.javbus.com/uncensored/genre/164
尚未映射,企畫,主题 (theme),censored,censored:11,,,,,https://www.javbus.com/genre/11
尚未映射,情侶,主题 (theme),censored,censored:2e,,,,,https://www.javbus.com/genre/2e
尚未映射,求職,主题 (theme),uncensored,uncensored:7g,,,,,https://www.javbus.com/uncensored/genre/7g
尚未映射,瘙癢,主题 (theme),censored,censored:4e,,,,,https://www.javbus.com/genre/4e
尚未映射,舌頭,主题 (theme),uncensored,uncensored:8q,,,,,https://www.javbus.com/uncensored/genre/8q
尚未映射,實拍,主题 (theme),uncensored,uncensored:gre006,,,,,https://www.javbus.com/uncensored/genre/gre006
尚未映射,首次,主题 (theme),uncensored,uncensored:gre003,,,,,https://www.javbus.com/uncensored/genre/gre003
尚未映射,雙性人,主题 (theme),censored,censored:3d,,,,,https://www.javbus.com/genre/3d
尚未映射,順從,主题 (theme),uncensored,uncensored:1cu,,,,,https://www.javbus.com/uncensored/genre/1cu
尚未映射,送貨上門,主题 (theme),uncensored,uncensored:pm,,,,,https://www.javbus.com/uncensored/genre/pm
尚未映射,特典あり（AVベースボール）,主题 (theme),censored,censored:7u,,,,,https://www.javbus.com/genre/7u
尚未映射,跳舞,主题 (theme),censored,censored:3c,,,,,https://www.javbus.com/genre/3c
尚未映射,通姦,主题 (theme),censored | uncensored,censored:3g | uncensored:yz,,,,,https://www.javbus.com/genre/3g | https://www.javbus.com/uncensored/genre/yz
尚未映射,同性戀,主题 (theme),uncensored,uncensored:gre007,,,,,https://www.javbus.com/uncensored/genre/gre007
尚未映射,推薦作品,主题 (theme),uncensored,uncensored:1bc,,,,,https://www.javbus.com/uncensored/genre/1bc
尚未映射,推銷,主题 (theme),uncensored,uncensored:gre021,,,,,https://www.javbus.com/uncensored/genre/gre021
尚未映射,外遇,主题 (theme),uncensored,uncensored:ee,,,,,https://www.javbus.com/uncensored/genre/ee
尚未映射,問卷,主题 (theme),uncensored,uncensored:gc,,,,,https://www.javbus.com/uncensored/genre/gc
尚未映射,問題,主题 (theme),uncensored,uncensored:vn,,,,,https://www.javbus.com/uncensored/genre/vn
尚未映射,洗澡,主题 (theme),uncensored,uncensored:gre002,,,,,https://www.javbus.com/uncensored/genre/gre002
尚未映射,下流,主题 (theme),uncensored,uncensored:ap,,,,,https://www.javbus.com/uncensored/genre/ap
尚未映射,新年,主题 (theme),uncensored,uncensored:gre014,,,,,https://www.javbus.com/uncensored/genre/gre014
尚未映射,新人,主题 (theme),uncensored,uncensored:gre020,,,,,https://www.javbus.com/uncensored/genre/gre020
尚未映射,性伴侶,主题 (theme),uncensored,uncensored:7z,,,,,https://www.javbus.com/uncensored/genre/7z
尚未映射,性感的,主题 (theme),censored,censored:49,,,,,https://www.javbus.com/genre/49
尚未映射,性奴,主题 (theme),censored,censored:3b,,,,,https://www.javbus.com/genre/3b
尚未映射,性騷擾,主题 (theme),censored,censored:35,,,,,https://www.javbus.com/genre/35
尚未映射,學校作品,主题 (theme),censored,censored:3t,,,,,https://www.javbus.com/genre/3t
尚未映射,壓力,主题 (theme),uncensored,uncensored:e5,,,,,https://www.javbus.com/uncensored/genre/e5
尚未映射,眼淚,主题 (theme),uncensored,uncensored:12d,,,,,https://www.javbus.com/uncensored/genre/12d
尚未映射,野外・露出,主题 (theme),censored,censored:1i,,,,,https://www.javbus.com/genre/1i
尚未映射,淫蕩,主题 (theme),uncensored,uncensored:gre009,,,,,https://www.javbus.com/uncensored/genre/gre009
尚未映射,慾求不滿,主题 (theme),uncensored,uncensored:au,,,,,https://www.javbus.com/uncensored/genre/au
尚未映射,願望,主题 (theme),uncensored,uncensored:8w,,,,,https://www.javbus.com/uncensored/genre/8w
尚未映射,約會,主题 (theme),uncensored,uncensored:gre005,,,,,https://www.javbus.com/uncensored/genre/gre005
尚未映射,運動,主题 (theme),censored,censored:4d,,,,,https://www.javbus.com/genre/4d
尚未映射,再會,主题 (theme),uncensored,uncensored:vr,,,,,https://www.javbus.com/uncensored/genre/vr
尚未映射,折磨,主题 (theme),censored,censored:62,,,,,https://www.javbus.com/genre/62
尚未映射,正太控,主题 (theme),censored,censored:4y,,,,,https://www.javbus.com/genre/4y
尚未映射,主動,主题 (theme),uncensored,uncensored:jm,,,,,https://www.javbus.com/uncensored/genre/jm
尚未映射,住一宿,主题 (theme),uncensored,uncensored:wd,,,,,https://www.javbus.com/uncensored/genre/wd
尚未映射,做家務,主题 (theme),uncensored,uncensored:sb,,,,,https://www.javbus.com/uncensored/genre/sb
尚未映射,Don Cipote's choice,主题 (theme),censored,censored:7c,,,,,https://www.javbus.com/genre/7c
尚未映射,コミック雑誌,主题 (theme),censored,censored:7v,,,,,https://www.javbus.com/genre/7v
尚未映射,スマホ専用縦動画,主题 (theme),censored,censored:77,,,,,https://www.javbus.com/genre/77
尚未映射,ボーイズラブ,主题 (theme),censored,censored:7j,,,,,https://www.javbus.com/genre/7j
